invid,classid,description,description,qty,tot,subclassid,name1,desc,i_desc,firsttransaction,sequence,txn_date
CORT2,SERV,Services,Out - Laboratory Revenue,2,579.80,LABOUT,Tudor Glen Veterinary Hospital,Dexamethasone Suppression (1pre/2post),Dexamethasone Suppression,1406169,20,3/31/2025 18:16:31:852
CORT2,SERV,Services,Out - Laboratory Revenue,1,289.90,LABOUT,Tudor Glen Veterinary Hospital,Dexamethasone Suppression (1pre/2post),Dexamethasone Suppression,1477746,20,1/31/2026 19:14:15:897
CORT2,SERV,Services,Out - Laboratory Revenue,1,289.90,LABOUT,Tudor Glen Veterinary Hospital,Dexamethasone Suppression (1pre/2post),Dexamethasone Suppression,1420600,20,5/31/2025 18:04:44:559
CORT2,SERV,Services,Out - Laboratory Revenue,1,289.90,LABOUT,Tudor Glen Veterinary Hospital,Dexamethasone Suppression (1pre/2post),Dexamethasone Suppression,1456759,20,10/31/2025 18:15:33:419
CORT2,SERV,Services,Out - Laboratory Revenue,1,289.90,LABOUT,Tudor Glen Veterinary Hospital,Dexamethasone Suppression (1pre/2post),Dexamethasone Suppression,1449426,20,9/30/2025 18:33:25:34
CORT2,SERV,Services,Out - Laboratory Revenue,1,289.90,LABOUT,Tudor Glen Veterinary Hospital,Dexamethasone Suppression (1pre/2post),Dexamethasone Suppression,1442263,20,8/30/2025 17:35:05:993
CORT2,SERV,Services,Out - Laboratory Revenue,1,289.90,LABOUT,Tudor Glen Veterinary Hospital,Dexamethasone Suppression (1pre/2post),Dexamethasone Suppression,1464415,20,11/29/2025 18:45:33:008
CORT2,SERV,Services,Out - Laboratory Revenue,3,926.70,LABOUT,Tudor Glen Veterinary Hospital,Dexamethasone Suppression (1pre/2post),Dexamethasone Suppression,1485086,21,2/28/2026 19:09:20:447
CORT2,SERV,Services,Out - Laboratory Revenue,1,289.90,LABOUT,Tudor Glen Veterinary Hospital,Dexamethasone Suppression (1pre/2post),Dexamethasone Suppression,1427983,20,6/30/2025 18:30:05:565
CPLI,SERV,Services,Out - Laboratory Revenue,1,205.90,LABOUT,Tudor Glen Veterinary Hospital,Spec cPL (Out),Spec cPL,1477746,23,1/31/2026 19:14:15:897
CPLI,SERV,Services,Out - Laboratory Revenue,1,205.90,LABOUT,Tudor Glen Veterinary Hospital,Spec cPL (Out),Spec cPL,1435299,23,7/31/2025 18:27:44:508
CPLI,SERV,Services,Out - Laboratory Revenue,2,411.80,LABOUT,Tudor Glen Veterinary Hospital,Spec cPL (Out),Spec cPL,1471068,23,12/31/2025 18:16:10:824
CTCXD,SERV,Services,Out - Laboratory Revenue,1,301.90,LABOUT,Tudor Glen Veterinary Hospital,Tick/Vector Comp RealPCR w 4Dx+ (Out),Tick/Vector Comp RealPCR with 4Dx Plus,1420600,8,5/31/2025 18:04:44:559
CTP2W,SERV,Services,Out - Laboratory Revenue,1,290.90,LABOUT,Tudor Glen Veterinary Hospital,Thyroid Profile 1- Canine (Out),Thyroid Profile 1,1413429,16,4/30/2025 18:37:16:465
CUL,SERV,Services,Out - Laboratory Revenue,2,397.80,LABOUT,Tudor Glen Veterinary Hospital,Aerobic Culture (ID & Susc),Aerobic Culture,1471068,17,12/31/2025 18:16:10:824
CUL,SERV,Services,Out - Laboratory Revenue,2,427.00,LABOUT,Tudor Glen Veterinary Hospital,Aerobic Culture (ID & Susc),Aerobic Culture,1485086,18,2/28/2026 19:09:20:447
CUL,SERV,Services,Out - Laboratory Revenue,3,596.70,LABOUT,Tudor Glen Veterinary Hospital,Aerobic Culture (ID & Susc),Aerobic Culture,1449426,17,9/30/2025 18:33:25:34
CUL,SERV,Services,Out - Laboratory Revenue,2,397.80,LABOUT,Tudor Glen Veterinary Hospital,Aerobic Culture (ID & Susc),Aerobic Culture,1427983,17,6/30/2025 18:30:05:565
CUL,SERV,Services,Out - Laboratory Revenue,3,596.70,LABOUT,Tudor Glen Veterinary Hospital,Aerobic Culture (ID & Susc),Aerobic Culture,1420600,17,5/31/2025 18:04:44:559
CUL,SERV,Services,Out - Laboratory Revenue,5,994.50,LABOUT,Tudor Glen Veterinary Hospital,Aerobic Culture (ID & Susc),Aerobic Culture,1456759,17,10/31/2025 18:15:33:419
CUL,SERV,Services,Out - Laboratory Revenue,3,596.70,LABOUT,Tudor Glen Veterinary Hospital,Aerobic Culture (ID & Susc),Aerobic Culture,1464415,17,11/29/2025 18:45:33:008
CUL,SERV,Services,Out - Laboratory Revenue,1,198.90,LABOUT,Tudor Glen Veterinary Hospital,Aerobic Culture (ID & Susc),Aerobic Culture,1413429,17,4/30/2025 18:37:16:465
CUL,SERV,Services,Out - Laboratory Revenue,1,198.90,LABOUT,Tudor Glen Veterinary Hospital,Aerobic Culture (ID & Susc),Aerobic Culture,1442263,17,8/30/2025 17:35:05:993
FDCD,SERV,Services,Out - Laboratory Revenue,1,281.50,LABOUT,Tudor Glen Veterinary Hospital,Diarrhea RealPCR Panel Comp Fel (out),Diarrhea Panel Comprehensive Fel ,1485086,19,2/28/2026 19:09:20:447
FDCD,SERV,Services,Out - Laboratory Revenue,1,302.50,LABOUT,Tudor Glen Veterinary Hospital,Diarrhea RealPCR Panel Comp Fel (out),Diarrhea Panel Comprehensive Fel ,1477746,20,1/31/2026 19:14:15:897
FDCD,SERV,Services,Out - Laboratory Revenue,1,281.50,LABOUT,Tudor Glen Veterinary Hospital,Diarrhea Panel Comp Fel (out),Diarrhea Panel Comprehensive Fel ,1413429,18,4/30/2025 18:37:16:465
FECA1,SERV,Services,Out - Laboratory Revenue,1,87.90,LABOUT,Tudor Glen Veterinary Hospital,Fecal O&P- Flotation (Out),Fecal - Ova and Parasite,1406169,15,3/31/2025 18:16:31:852
FECA1,SERV,Services,Out - Laboratory Revenue,1,87.90,LABOUT,Tudor Glen Veterinary Hospital,Fecal O&P- Flotation (Out),Fecal - Ova and Parasite,1456759,15,10/31/2025 18:15:33:419
FECA1,SERV,Services,Out - Laboratory Revenue,1,87.90,LABOUT,Tudor Glen Veterinary Hospital,Fecal O&P- Flotation (Out),Fecal - Ova and Parasite,1485086,15,2/28/2026 19:09:20:447
FECA1,SERV,Services,Out - Laboratory Revenue,1,92.50,LABOUT,Tudor Glen Veterinary Hospital,Fecal O&P- Flotation (Out),Fecal - Ova and Parasite,1485086,16,2/28/2026 19:09:20:447
FELVERQ,SERV,Services,Out - Laboratory Revenue,1,244.90,LABOUT,Tudor Glen Veterinary Hospital,FeLV Antigen w/ FeLV RealPCR (Out),FeLV Antigen w/ FeLV RealPCR,1464415,8,11/29/2025 18:45:33:008
FELVERQ,SERV,Services,Out - Laboratory Revenue,1,244.90,LABOUT,Tudor Glen Veterinary Hospital,FeLV Antigen w FeLV RealPCR,,1427983,7,6/30/2025 18:30:05:565
FLT,SERV,Services,Out - Laboratory Revenue,1,87.90,LABOUT,Tudor Glen Veterinary Hospital,Fecal Float by Zinc Sulfate Centri (Out),Fecal Float by Zinc Sulfate,1427983,4,6/30/2025 18:30:05:565
FURD,SERV,Services,Out - Laboratory Revenue,1,363.90,LABOUT,Tudor Glen Veterinary Hospital,Respiratory RealPCR Panel - Feline (Out),Respiratory RealPCR Panel - Feline,1413429,13,4/30/2025 18:37:16:465
FURD,SERV,Services,Out - Laboratory Revenue,2,783.00,LABOUT,Tudor Glen Veterinary Hospital,Respiratory RealPCR Panel - Feline (Out),Respiratory RealPCR Panel - Feline,1471068,15,12/31/2025 18:16:10:824
IONCAL,SERV,Services,Out - Laboratory Revenue,1,186.50,LABOUT,Tudor Glen Veterinary Hospital,Ionized Calcium (Out),Ionized Calcium,1413429,15,4/30/2025 18:37:16:465
IONCAL,SERV,Services,Out - Laboratory Revenue,-1,-186.50,LABOUT,Tudor Glen Veterinary Hospital,Ionized Calcium (Out),Ionized Calcium,1477746,15,1/31/2026 19:14:15:897
PTH,SERV,Services,Out - Laboratory Revenue,1,359.50,LABOUT,Tudor Glen Veterinary Hospital,Ionized Calcium w PTH (Out),Ionized Calcium with Parathyroid Hormone,1413429,16,4/30/2025 18:37:16:465
PTH,SERV,Services,Out - Laboratory Revenue,1,359.50,LABOUT,Tudor Glen Veterinary Hospital,Ionized Calcium w PTH (Out),Ionized Calcium with Parathyroid Hormone,1442263,16,8/30/2025 17:35:05:993
RADT,SERV,Services,Out - Laboratory Revenue,1,336.00,LABOUT,Tudor Glen Veterinary Hospital,Telemedicine Radiograph Consult Routine,,1413429,9,4/30/2025 18:37:16:465
RADT,SERV,Services,Out - Laboratory Revenue,1,336.70,LABOUT,Tudor Glen Veterinary Hospital,Telemedicine Radiograph Consult Routine,,1420600,9,5/31/2025 18:04:44:559
RADT,SERV,Services,Out - Laboratory Revenue,1,336.70,LABOUT,Tudor Glen Veterinary Hospital,Telemedicine Radiograph Consult Routine,,1435299,11,7/31/2025 18:27:44:508
RINR,SERV,Services,Out - Laboratory Revenue,3,485.70,LABOUT,Tudor Glen Veterinary Hospital,Ringworm (Dermatophyte) RealPCR Panel,Ringworm RealPCR Panel,1464415,8,11/29/2025 18:45:33:008
T4FREE,SERV,Services,Out - Laboratory Revenue,1,162.90,LABOUT,Tudor Glen Veterinary Hospital,Free T4 Canine/Feline (Out),Free T4 Canine/Feline,1427983,19,6/30/2025 18:30:05:565
T4FREE,SERV,Services,Out - Laboratory Revenue,1,162.90,LABOUT,Tudor Glen Veterinary Hospital,Free T4 Canine/Feline (Out),Free T4 Canine/Feline,1449426,19,9/30/2025 18:33:25:34
TBF,SERV,Services,Out - Laboratory Revenue,1,448.90,LABOUT,Tudor Glen Veterinary Hospital,"Trypsin TLI, Cobalamin, Folate Canine",,1477746,5,1/31/2026 19:14:15:897
TBF,SERV,Services,Out - Laboratory Revenue,1,397.90,LABOUT,Tudor Glen Veterinary Hospital,"Trypsin TLI, Cobalamin, Folate Canine",,1435299,5,7/31/2025 18:27:44:508
TBFW,SERV,Services,Out - Laboratory Revenue,1,397.90,LABOUT,Tudor Glen Veterinary Hospital,"Trypsin TLI, Cobalamin, Folate Feline",,1471068,14,12/31/2025 18:16:10:824
TBFW,SERV,Services,Out - Laboratory Revenue,1,397.90,LABOUT,Tudor Glen Veterinary Hospital,"Trypsin TLI, Cobalamin, Folate Feline",,1442263,14,8/30/2025 17:35:05:993
THY1,SERV,Services,Out - Laboratory Revenue,1,107.90,LABOUT,Tudor Glen Veterinary Hospital,Total T4 (Out),Total T4,1420600,16,5/31/2025 18:04:44:559
THY3,SERV,Services,Out - Laboratory Revenue,1,224.50,LABOUT,Tudor Glen Veterinary Hospital,Free T4 & cTSH (Out),Free T4 & cTSH,1413429,16,4/30/2025 18:37:16:465
THY3,SERV,Services,Out - Laboratory Revenue,1,224.50,LABOUT,Tudor Glen Veterinary Hospital,Free T4 & cTSH (Out),Free T4 & cTSH,1471068,16,12/31/2025 18:16:10:824
TLIOUT,SERV,Services,Out - Laboratory Revenue,1,253.90,LABOUT,Tudor Glen Veterinary Hospital,Trypsin-Like Immunoreactivity- (OUT),,1449426,15,9/30/2025 18:33:25:34
UCUL,SERV,Services,Out - Laboratory Revenue,1,198.90,LABOUT,Tudor Glen Veterinary Hospital,Urine Culture ,,1449426,3,9/30/2025 18:33:25:34
UCUL,SERV,Services,Out - Laboratory Revenue,1,184.90,LABOUT,Tudor Glen Veterinary Hospital,Urine Culture ,,1427983,2,6/30/2025 18:30:05:565
UCUL,SERV,Services,Out - Laboratory Revenue,1,198.90,LABOUT,Tudor Glen Veterinary Hospital,Urine Culture ,,1464415,3,11/29/2025 18:45:33:008
UCUL,SERV,Services,Out - Laboratory Revenue,2,369.80,LABOUT,Tudor Glen Veterinary Hospital,Urine Culture ,,1406169,2,3/31/2025 18:16:31:852
UCUL,SERV,Services,Out - Laboratory Revenue,1,198.90,LABOUT,Tudor Glen Veterinary Hospital,Urine Culture ,,1442263,3,8/30/2025 17:35:05:993
UNAUC,SERV,Services,Out - Laboratory Revenue,1,235.90,LABOUT,Tudor Glen Veterinary Hospital,Urinalysis w Urine Culture (Out),Urinalysis with Urine Culture,1406169,13,3/31/2025 18:16:31:852
URINL1,SERV,Services,Out - Laboratory Revenue,1,94.50,LABOUT,Tudor Glen Veterinary Hospital,Urinalysis (out),Urinalysis,1456759,19,10/31/2025 18:15:33:419
URINL1,SERV,Services,Out - Laboratory Revenue,1,94.50,LABOUT,Tudor Glen Veterinary Hospital,Urinalysis (out),Urinalysis,1442263,19,8/30/2025 17:35:05:993
VMD,SERV,Services,Out - Laboratory Revenue,3,518.70,LABOUT,Tudor Glen Veterinary Hospital,Calculus Stone Analysis Medi-Cal (Idexx),Medi-Cal Calculus Stone Analysis,1456759,12,10/31/2025 18:15:33:419
VMD,SERV,Services,Out - Laboratory Revenue,1,172.90,LABOUT,Tudor Glen Veterinary Hospital,Calculus Stone Analysis Medi-Cal (Idexx),Medi-Cal Calculus Stone Analysis,1471068,12,12/31/2025 18:16:10:824
VMD,SERV,Services,Out - Laboratory Revenue,1,91.90,LABOUT,Tudor Glen Veterinary Hospital,Calculus Stone Analysis Medi-Cal (Idexx),Medi-Cal Calculus Stone Analysis,1420600,11,5/31/2025 18:04:44:559
VMD,SERV,Services,Out - Laboratory Revenue,1,91.90,LABOUT,Tudor Glen Veterinary Hospital,Calculus Stone Analysis Medi-Cal (Idexx),Medi-Cal Calculus Stone Analysis,1406169,11,3/31/2025 18:16:31:852
VMD,SERV,Services,Out - Laboratory Revenue,1,91.90,LABOUT,Tudor Glen Veterinary Hospital,Calculus Stone Analysis Medi-Cal (Idexx),Medi-Cal Calculus Stone Analysis,1456759,11,10/31/2025 18:15:33:419
WBAL1,SERV,Services,Out - Laboratory Revenue,1,276.50,LABOUT,Tudor Glen Veterinary Hospital,Fluid Analysis w/ Cyto - Flush/Wash 1,Fluid Analysis of Flush/Wash 1 Sample,1427983,16,6/30/2025 18:30:05:565
WBCX,SERV,Services,Out - Laboratory Revenue,1,711.90,LABOUT,Tudor Glen Veterinary Hospital,"Biopsy Complex ,limb, organ, eye etc",Complex Biopsy,1435299,4,7/31/2025 18:27:44:508
WBCX,SERV,Services,Out - Laboratory Revenue,1,711.90,LABOUT,Tudor Glen Veterinary Hospital,"Biopsy Complex ,limb, organ, eye etc",Complex Biopsy,1406169,4,3/31/2025 18:16:31:852
WBMD1,SERV,Services,Out - Laboratory Revenue,2,661.00,LABOUT,Tudor Glen Veterinary Hospital,Biopsy & Micro Description - 1 Site,Biopsy & Micro Description - 1 site,1464415,18,11/29/2025 18:45:33:008
WBMD1,SERV,Services,Out - Laboratory Revenue,3,991.50,LABOUT,Tudor Glen Veterinary Hospital,Histology & Micro Description 1 site,Histology & Micro Description 1 site,1427983,17,6/30/2025 18:30:05:565
WBMD1,SERV,Services,Out - Laboratory Revenue,3,991.50,LABOUT,Tudor Glen Veterinary Hospital,Histology & Micro Description 1 site,Histology & Micro Description 1 site,1435299,17,7/31/2025 18:27:44:508
WBMD1,SERV,Services,Out - Laboratory Revenue,6,1983.00,LABOUT,Tudor Glen Veterinary Hospital,Histology & Micro Description 1 site,Histology & Micro Description 1 site,1406169,17,3/31/2025 18:16:31:852
WBMD1,SERV,Services,Out - Laboratory Revenue,3,1061.70,LABOUT,Tudor Glen Veterinary Hospital,Biopsy & Micro Description - 1 Site,Biopsy & Micro Description - 1 site,1485086,19,2/28/2026 19:09:20:447
WBMD1,SERV,Services,Out - Laboratory Revenue,2,661.00,LABOUT,Tudor Glen Veterinary Hospital,Histology & Micro Description 1 site,Histology & Micro Description 1 site,1413429,17,4/30/2025 18:37:16:465
WBMD1,SERV,Services,Out - Laboratory Revenue,7,2313.50,LABOUT,Tudor Glen Veterinary Hospital,Biopsy & Micro Description - 1 Site,Biopsy & Micro Description - 1 site,1456759,18,10/31/2025 18:15:33:419
WBMD1,SERV,Services,Out - Laboratory Revenue,5,1652.50,LABOUT,Tudor Glen Veterinary Hospital,Biopsy & Micro Description - 1 Site,Biopsy & Micro Description - 1 site,1477746,18,1/31/2026 19:14:15:897
WBMD1,SERV,Services,Out - Laboratory Revenue,5,1652.50,LABOUT,Tudor Glen Veterinary Hospital,Biopsy & Micro Description - 1 Site,Biopsy & Micro Description - 1 site,1442263,18,8/30/2025 17:35:05:993
WBMD1,SERV,Services,Out - Laboratory Revenue,10,3305.00,LABOUT,Tudor Glen Veterinary Hospital,Histology & Micro Description 1 site,Histology & Micro Description 1 site,1420600,17,5/31/2025 18:04:44:559
WBMD1,SERV,Services,Out - Laboratory Revenue,2,707.80,LABOUT,Tudor Glen Veterinary Hospital,Biopsy & Micro Description - 1 Site,Biopsy & Micro Description - 1 site,1477746,19,1/31/2026 19:14:15:897
WBMD1,SERV,Services,Out - Laboratory Revenue,1,330.50,LABOUT,Tudor Glen Veterinary Hospital,Histology & Micro Description 1 site,Histology & Micro Description 1 site,1442263,17,8/30/2025 17:35:05:993
WBMD1,SERV,Services,Out - Laboratory Revenue,2,661.00,LABOUT,Tudor Glen Veterinary Hospital,Biopsy & Micro Description - 1 Site,Biopsy & Micro Description - 1 site,1471068,18,12/31/2025 18:16:10:824
WBMD2,SERV,Services,Out - Laboratory Revenue,1,360.50,LABOUT,Tudor Glen Veterinary Hospital,Histology & Micro Description 2 sites,Histology & Micro Description 2 sites,1420600,15,5/31/2025 18:04:44:559
WBMD2,SERV,Services,Out - Laboratory Revenue,1,389.90,LABOUT,Tudor Glen Veterinary Hospital,Biopsy & Micro Description - 2 Sites,Biopsy & Micro Description - 2 Sites,1477746,17,1/31/2026 19:14:15:897
WBMD2,SERV,Services,Out - Laboratory Revenue,2,721.00,LABOUT,Tudor Glen Veterinary Hospital,Histology & Micro Description 2 sites,Histology & Micro Description 2 sites,1435299,15,7/31/2025 18:27:44:508
WC1,SERV,Services,Out - Laboratory Revenue,3,787.50,LABOUT,Tudor Glen Veterinary Hospital,Cytology w Micro Desc (1 site),,1420600,23,5/31/2025 18:04:44:559
WC1,SERV,Services,Out - Laboratory Revenue,1,262.50,LABOUT,Tudor Glen Veterinary Hospital,Cytology w/ Micro Description - 1 Site,Cytology w/ Micro Description - 1 Site,1442263,25,8/30/2025 17:35:05:993
WC1,SERV,Services,Out - Laboratory Revenue,3,787.50,LABOUT,Tudor Glen Veterinary Hospital,Cytology w Micro Desc (1 site),,1413429,23,4/30/2025 18:37:16:465
WC1,SERV,Services,Out - Laboratory Revenue,2,525.00,LABOUT,Tudor Glen Veterinary Hospital,Cytology w/ Micro Description - 1 Site,Cytology w/ Micro Description - 1 Site,1456759,25,10/31/2025 18:15:33:419
WC1,SERV,Services,Out - Laboratory Revenue,3,787.50,LABOUT,Tudor Glen Veterinary Hospital,Cytology w/ Micro Description - 1 Site,Cytology w/ Micro Description - 1 Site,1449426,25,9/30/2025 18:33:25:34
WC1,SERV,Services,Out - Laboratory Revenue,1,262.50,LABOUT,Tudor Glen Veterinary Hospital,Cytology w Micro Desc (1 site),,1427983,23,6/30/2025 18:30:05:565
WC1,SERV,Services,Out - Laboratory Revenue,2,525.00,LABOUT,Tudor Glen Veterinary Hospital,Cytology w/ Micro Description - 1 Site,Cytology w/ Micro Description - 1 Site,1464415,25,11/29/2025 18:45:33:008
WC1,SERV,Services,Out - Laboratory Revenue,2,561.80,LABOUT,Tudor Glen Veterinary Hospital,Cytology w/ Micro Description - 1 Site,Cytology w/ Micro Description - 1 Site,1477746,26,1/31/2026 19:14:15:897
WC1,SERV,Services,Out - Laboratory Revenue,3,787.50,LABOUT,Tudor Glen Veterinary Hospital,Cytology w/ Micro Description - 1 Site,Cytology w/ Micro Description - 1 Site,1471068,25,12/31/2025 18:16:10:824
WC1,SERV,Services,Out - Laboratory Revenue,1,280.90,LABOUT,Tudor Glen Veterinary Hospital,Cytology w/ Micro Description - 1 Site,Cytology w/ Micro Description - 1 Site,1485086,26,2/28/2026 19:09:20:447
2741,SERV,Services,Sugeries,1,120.00,SURG,Tudor Glen Veterinary Hospital,Fluid Therapy Non-Elective,,1449426,7,9/30/2025 18:33:25:34
2757,SERV,Services,Sugeries,1,890.50,SURG,Tudor Glen Veterinary Hospital,Urethrostomy Perineal,,1420600,4,5/31/2025 18:04:44:559
3478,SERV,Services,Sugeries,1,84.78,SURG,Tudor Glen Veterinary Hospital,Mature Spay <40lbs (>2 years) add-on,Mature Spay <40lbs add-on,1477746,6,1/31/2026 19:14:15:897
3478,SERV,Services,Sugeries,1,84.78,SURG,Tudor Glen Veterinary Hospital,Mature Spay <40lbs (>2 years) add-on,Mature Spay <40lbs add-on,1420600,6,5/31/2025 18:04:44:559
3478,SERV,Services,Sugeries,1,84.78,SURG,Tudor Glen Veterinary Hospital,Mature Spay <40lbs (>2 years) add-on,Mature Spay <40lbs add-on,1471068,6,12/31/2025 18:16:10:824
3478,SERV,Services,Sugeries,1,84.78,SURG,Tudor Glen Veterinary Hospital,Mature Spay <40lbs (>2 years) add-on,Mature Spay <40lbs add-on,1456759,6,10/31/2025 18:15:33:419
3991,SERV,Services,Sugeries,1,838.80,SURG,Tudor Glen Veterinary Hospital,Patella Stabilization (block resection),,1435299,4,7/31/2025 18:27:44:508
44557,SERV,Services,Sugeries,1,105.84,SURG,Tudor Glen Veterinary Hospital,Mature Spay >40lbs (>2 years) add on,Matur Spay >40lbs add on,1456759,4,10/31/2025 18:15:33:419
44557,SERV,Services,Sugeries,1,105.84,SURG,Tudor Glen Veterinary Hospital,Mature Spay >40lbs (>2 years) add on,Matur Spay >40lbs add on,1471068,4,12/31/2025 18:16:10:824
ABSCESS,SERV,Services,Sugeries,1,79.60,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1456759,9,10/31/2025 18:15:33:419
ABSCESS,SERV,Services,Sugeries,4,318.40,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1464415,9,11/29/2025 18:45:33:008
ABSCESS,SERV,Services,Sugeries,3,238.80,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1420600,9,5/31/2025 18:04:44:559
ABSCESS,SERV,Services,Sugeries,1,79.60,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1413429,9,4/30/2025 18:37:16:465
ABSCESS,SERV,Services,Sugeries,1,79.60,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1406169,9,3/31/2025 18:16:31:852
ABSCESS,SERV,Services,Sugeries,3,238.80,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1427983,9,6/30/2025 18:30:05:565
ABSCESS,SERV,Services,Sugeries,2,159.20,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1477746,9,1/31/2026 19:14:15:897
ABSCESS,SERV,Services,Sugeries,1,79.60,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1435299,9,7/31/2025 18:27:44:508
ABSCESS,SERV,Services,Sugeries,3,238.80,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1449426,9,9/30/2025 18:33:25:34
ABSCESS,SERV,Services,Sugeries,1,79.60,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1471068,9,12/31/2025 18:16:10:824
ABSCESS,SERV,Services,Sugeries,3,238.80,SURG,Tudor Glen Veterinary Hospital,Lance & Drain Abscess ,Lance & Drain Abscess ,1485086,9,2/28/2026 19:09:20:447
AMPU1,SERV,Services,Sugeries,2,328.60,SURG,Tudor Glen Veterinary Hospital,Amputation-Dew Claw / claw  (attached),Amputation-Dew Claw / claw  (attached),1413429,10,4/30/2025 18:37:16:465
AMPU1,SERV,Services,Sugeries,2,328.60,SURG,Tudor Glen Veterinary Hospital,Amputation-Dew Claw / claw  (attached),Amputation-Dew Claw / claw  (attached),1435299,10,7/31/2025 18:27:44:508
ANALS,SERV,Services,Sugeries,0.25,246.45,SURG,Tudor Glen Veterinary Hospital,Anal Sacculectomy (per hour),Anal Sacculectomy (per hour),1406169,7,3/31/2025 18:16:31:852
ANALS,SERV,Services,Sugeries,1.25,1232.25,SURG,Tudor Glen Veterinary Hospital,Anal Sacculectomy (per hour),Anal Sacculectomy (per hour),1420600,7,5/31/2025 18:04:44:559
ANESCLI,SERV,Services,Sugeries,2,276.00,SURG,Tudor Glen Veterinary Hospital,Anesthetic - Isoflurane per 15 min (groo,Anesthetic - Isoflurane per 15 min (groo,1442263,6,8/30/2025 17:35:05:993
ANESD1,SERV,Services,Sugeries,1,78.46,SURG,Tudor Glen Veterinary Hospital,Domitor/Antisedan Feline per ml,Domitor/Antisedan Feline,1413429,9,4/30/2025 18:37:16:465
ANESD1,SERV,Services,Sugeries,2.12,196.15,SURG,Tudor Glen Veterinary Hospital,Domitor/Antisedan Feline per ml,Domitor/Antisedan Feline,1420600,9,5/31/2025 18:04:44:559
ANESD1,SERV,Services,Sugeries,1,78.46,SURG,Tudor Glen Veterinary Hospital,Domitor/Antisedan Feline per ml,Domitor/Antisedan Feline,1406169,9,3/31/2025 18:16:31:852
ANESD1,SERV,Services,Sugeries,1,78.46,SURG,Tudor Glen Veterinary Hospital,Domitor/Antisedan Feline per ml,Domitor/Antisedan Feline,1435299,9,7/31/2025 18:27:44:508
ANESD2,SERV,Services,Sugeries,1,70.22,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Dormitor/Anti. Canine < 20l,Anesthesia - Dormitor/Anti. Canine < 20l,1427983,6,6/30/2025 18:30:05:565
ANESD2,SERV,Services,Sugeries,2,140.44,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Dormitor/Anti. Canine < 20l,Anesthesia - Dormitor/Anti. Canine < 20l,1435299,6,7/31/2025 18:27:44:508
ANESO1,SERV,Services,Sugeries,5.5,3036.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1420600,7,5/31/2025 18:04:44:559
ANESO1,SERV,Services,Sugeries,2,1104.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1449426,7,9/30/2025 18:33:25:34
ANESO1,SERV,Services,Sugeries,2.25,1242.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1442263,7,8/30/2025 17:35:05:993
ANESO1,SERV,Services,Sugeries,1.5,828.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1485086,7,2/28/2026 19:09:20:447
ANESO1,SERV,Services,Sugeries,1,552.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1435299,7,7/31/2025 18:27:44:508
ANESO1,SERV,Services,Sugeries,1.5,828.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1471068,7,12/31/2025 18:16:10:824
ANESO1,SERV,Services,Sugeries,1.25,690.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1427983,7,6/30/2025 18:30:05:565
ANESO1,SERV,Services,Sugeries,3.25,1794.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1406169,7,3/31/2025 18:16:31:852
ANESO1,SERV,Services,Sugeries,4.5,2484.00,SURG,Tudor Glen Veterinary Hospital,Anesthesia - Isoflurane/hr (incl. monito,Anesthesia - Isoflurane/hr (incl. monito,1456759,7,10/31/2025 18:15:33:419
